obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;model_id;model_name;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_record invoice receipt;Activity;;Responded Existence[cancel invoice receipt, record invoice receipt] | | |;Binary;set();set();Responded Existence;cancel invoice receipt;record invoice receipt;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel invoice receipt': 0.5505964756011963, 'record invoice receipt': 0.6467422842979431};0.5986693799495697;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_record invoice receipt;0.5423738705260414;['Cancel Invoice Receipt'];['Record Invoice Receipt'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_record invoice receipt;18
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_clear invoice;Activity;;Responded Existence[cancel invoice receipt, clear invoice] | | |;Binary;set();set();Responded Existence;cancel invoice receipt;clear invoice;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel invoice receipt': 0.5505964756011963, 'clear invoice': 0.7996156811714172};0.6751060783863068;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_clear invoice;0.6111668991191047;['Cancel Invoice Receipt'];['Clear Invoice'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_clear invoice;27
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_change final invoice indicator;Activity;;Responded Existence[cancel invoice receipt, change final invoice indicator] | | |;Binary;set();set();Responded Existence;cancel invoice receipt;change final invoice indicator;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel invoice receipt': 0.5505964756011963, 'change final invoice indicator': 0.6165781021118164};0.5835872888565063;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_change final invoice indicator;0.5287999885422843;['Cancel Invoice Receipt'];['Change Final Invoice Indicator'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_change final invoice indicator;564
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_cancel subsequent invoice;Activity;;Responded Existence[cancel invoice receipt, cancel subsequent invoice] | | |;Binary;set();set();Responded Existence;cancel invoice receipt;cancel subsequent invoice;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel invoice receipt': 0.5505964756011963, 'cancel subsequent invoice': 0.6569140553474426};0.6037552654743195;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_cancel subsequent invoice;0.5469511674983161;['Cancel Invoice Receipt'];['Cancel Subsequent Invoice'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_cancel subsequent invoice;560
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_record subsequent invoice;Activity;;Responded Existence[cancel invoice receipt, record subsequent invoice] | | |;Binary;set();set();Responded Existence;cancel invoice receipt;record subsequent invoice;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel invoice receipt': 0.5505964756011963, 'record subsequent invoice': 0.6915677785873413};0.6210821270942688;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_record subsequent invoice;0.5625453429562705;['Cancel Invoice Receipt'];['Record Subsequent Invoice'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel invoice receipt_Object_record subsequent invoice;563
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_cancel invoice receipt;Activity;;Responded Existence[cancel subsequent invoice, cancel invoice receipt] | | |;Binary;set();set();Responded Existence;cancel subsequent invoice;cancel invoice receipt;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel subsequent invoice': 0.598179042339325, 'cancel invoice receipt': 0.5581338405609131};0.578156441450119;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_cancel invoice receipt;0.5239122258765357;['Cancel Subsequent Invoice'];['Cancel Invoice Receipt'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_cancel invoice receipt;16
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_change final invoice indicator;Activity;;Responded Existence[cancel subsequent invoice, change final invoice indicator] | | |;Binary;set();set();Responded Existence;cancel subsequent invoice;change final invoice indicator;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel subsequent invoice': 0.598179042339325, 'change final invoice indicator': 0.6165781021118164};0.6073785722255707;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_change final invoice indicator;0.5502121435744421;['Cancel Subsequent Invoice'];['Change Final Invoice Indicator'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_change final invoice indicator;20
77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_record subsequent invoice;Activity;;Responded Existence[cancel subsequent invoice, record subsequent invoice] | | |;Binary;set();set();Responded Existence;cancel subsequent invoice;record subsequent invoice;['7f69bc929f974db1a238aba76d054517'];['Handling report claims to be'];1;if {1} occurs in the process instance, then {2} occurs as well;{'cancel subsequent invoice': 0.598179042339325, 'record subsequent invoice': 0.6915677785873413};0.6448734104633331;77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_record subsequent invoice;0.5839574979884284;['Cancel Subsequent Invoice'];['Record Subsequent Invoice'];77380fb5-1442-4f8d-a722-079466ad4a5e_Object_cancel subsequent invoice_Object_record subsequent invoice;19
7eb5b9dd-9107-4cac-b575-1a457e796803_Object_receive order confirmation_Object_cancel subsequent invoice;Activity;;Responded Existence[receive order confirmation, cancel subsequent invoice] | | |;Binary;set();{'7fd4cddbd11143e18546cde79b946658sid-C57479CE-258F-49C9-9469-2DD1B9290A26'};Responded Existence;receive order confirmation;cancel subsequent invoice;['7fd4cddbd11143e18546cde79b946658'];['Insurance Claim Registration'];1;if {1} occurs in the process instance, then {2} occurs as well;{'receive order confirmation': 0.5422674417495728, 'cancel subsequent invoice': 0.598179042339325};0.5702232420444489;7eb5b9dd-9107-4cac-b575-1a457e796803_Object_receive order confirmation_Object_cancel subsequent invoice;0.5167723464114325;['Receive Order Confirmation'];['Cancel Subsequent Invoice'];7eb5b9dd-9107-4cac-b575-1a457e796803_Object_receive order confirmation_Object_cancel subsequent invoice;51
7eb5b9dd-9107-4cac-b575-1a457e796803_Object_release purchase order_Object_cancel invoice receipt;Activity;;Responded Existence[release purchase order, cancel invoice receipt] | | |;Binary;set();{'7fd4cddbd11143e18546cde79b946658sid-C57479CE-258F-49C9-9469-2DD1B9290A26'};Responded Existence;release purchase order;cancel invoice receipt;['7fd4cddbd11143e18546cde79b946658'];['Insurance Claim Registration'];1;if {1} occurs in the process instance, then {2} occurs as well;{'release purchase order': 0.5680588483810425, 'cancel invoice receipt': 0.5505964756011963};0.5593276619911194;7eb5b9dd-9107-4cac-b575-1a457e796803_Object_release purchase order_Object_cancel invoice receipt;0.506966324363436;['Release Purchase Order'];['Cancel Invoice Receipt'];7eb5b9dd-9107-4cac-b575-1a457e796803_Object_release purchase order_Object_cancel invoice receipt;1
c33232fe-11b3-4341-93ea-5b7fc59d2b06_Object_receive order confirmation_Object_change final invoice indicator;Activity;;Responded Existence[receive order confirmation, change final invoice indicator] | | |;Binary;set();{'7fd4cddbd11143e18546cde79b946658sid-CC991D10-8013-4BB0-A0BE-BACA2082B935', '7fd4cddbd11143e18546cde79b946658sid-C57479CE-258F-49C9-9469-2DD1B9290A26'};Responded Existence;receive order confirmation;change final invoice indicator;['7fd4cddbd11143e18546cde79b946658'];['Insurance Claim Registration'];1;if {1} occurs in the process instance, then {2} occurs as well;{'receive order confirmation': 0.5422674417495728, 'change final invoice indicator': 0.6165781021118164};0.5794227719306946;c33232fe-11b3-4341-93ea-5b7fc59d2b06_Object_receive order confirmation_Object_change final invoice indicator;0.5250519233090537;['Receive Order Confirmation'];['Change Final Invoice Indicator'];c33232fe-11b3-4341-93ea-5b7fc59d2b06_Object_receive order confirmation_Object_change final invoice indicator;51
c33232fe-11b3-4341-93ea-5b7fc59d2b06_Object_release purchase order_Object_change final invoice indicator;Activity;;Responded Existence[release purchase order, change final invoice indicator] | | |;Binary;set();{'7fd4cddbd11143e18546cde79b946658sid-CC991D10-8013-4BB0-A0BE-BACA2082B935', '7fd4cddbd11143e18546cde79b946658sid-C57479CE-258F-49C9-9469-2DD1B9290A26'};Responded Existence;release purchase order;change final invoice indicator;['7fd4cddbd11143e18546cde79b946658'];['Insurance Claim Registration'];1;if {1} occurs in the process instance, then {2} occurs as well;{'release purchase order': 0.5680588483810425, 'change final invoice indicator': 0.6165781021118164};0.5923184752464294;c33232fe-11b3-4341-93ea-5b7fc59d2b06_Object_release purchase order_Object_change final invoice indicator;0.5366580562932151;['Release Purchase Order'];['Change Final Invoice Indicator'];c33232fe-11b3-4341-93ea-5b7fc59d2b06_Object_release purchase order_Object_change final invoice indicator;1
de6eae6b-afeb-4d89-af18-81fefc95a367_Object_create purchase requisition item_Object_change delivery indicator;Activity;;Precedence[create purchase requisition item, change delivery indicator] | | |;Binary;set();set();Precedence;create purchase requisition item;change delivery indicator;['1a8f649fb3e04e80b5149086f3ca083d'];['4.B.4'];1;{2} occurs only if it is preceded by {1};{'create purchase requisition item': 0.6245214343070984, 'change delivery indicator': 0.5338349342346191};0.5791781842708588;de6eae6b-afeb-4d89-af18-81fefc95a367_Object_create purchase requisition item_Object_change delivery indicator;0.5248317944152014;['Create Purchase Requisition Item'];['Change Delivery Indicator'];de6eae6b-afeb-4d89-af18-81fefc95a367_Object_create purchase requisition item_Object_change delivery indicator;160
7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_vendor creates invoice;Activity;;Alternate Precedence[set payment block, vendor creates invoice] | | |;Binary;set();set();Alternate Precedence;set payment block;vendor creates invoice;['1b945ca95c6f4cb68ba5f1addb38e959'];['(ex) s. 119 - Decomposition potential'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'set payment block': 0.5283269286155701, 'vendor creates invoice': 0.5962201952934265};0.5622735619544983;7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_vendor creates invoice;0.509617634330477;['Set Payment Block'];['Vendor creates invoice'];7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_vendor creates invoice;10722
7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_clear invoice;Activity;;Alternate Precedence[set payment block, clear invoice] | | |;Binary;set();set();Alternate Precedence;set payment block;clear invoice;['1b945ca95c6f4cb68ba5f1addb38e959'];['(ex) s. 119 - Decomposition potential'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'set payment block': 0.5283269286155701, 'clear invoice': 0.6324016451835632};0.5803642868995667;7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_clear invoice;0.5258992867810386;['Set Payment Block'];['Clear Invoice'];7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_clear invoice;9675
7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_record subsequent invoice;Activity;;Alternate Precedence[set payment block, record subsequent invoice] | | |;Binary;set();set();Alternate Precedence;set payment block;record subsequent invoice;['1b945ca95c6f4cb68ba5f1addb38e959'];['(ex) s. 119 - Decomposition potential'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'set payment block': 0.5283269286155701, 'record subsequent invoice': 0.5828802585601807};0.5556035935878754;7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_record subsequent invoice;0.5036146628005164;['Set Payment Block'];['Record Subsequent Invoice'];7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_set payment block_Object_record subsequent invoice;4
7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_change payment term_Object_change final invoice indicator;Activity;;Alternate Precedence[change payment term, change final invoice indicator] | | |;Binary;set();set();Alternate Precedence;change payment term;change final invoice indicator;['1b945ca95c6f4cb68ba5f1addb38e959'];['(ex) s. 119 - Decomposition potential'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'change payment term': 0.6154283881187439, 'change final invoice indicator': 0.5408422946929932};0.5781353414058685;7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_change payment term_Object_change final invoice indicator;0.5238932358367102;['Change payment term'];['Change Final Invoice Indicator'];7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_change payment term_Object_change final invoice indicator;3
7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_change payment term_Object_cancel subsequent invoice;Activity;;Alternate Precedence[change payment term, cancel subsequent invoice] | | |;Binary;set();set();Alternate Precedence;change payment term;cancel subsequent invoice;['1b945ca95c6f4cb68ba5f1addb38e959'];['(ex) s. 119 - Decomposition potential'];1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'change payment term': 0.6154283881187439, 'cancel subsequent invoice': 0.5449178218841553};0.5801731050014496;7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_change payment term_Object_cancel subsequent invoice;0.5257272230727332;['Change payment term'];['Cancel Subsequent Invoice'];7a6cfde9-9068-4499-a95d-b831e4cd21ba_Object_change payment term_Object_cancel subsequent invoice;20
